uri,cls,label
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4481>,<http://edukg.org/knowledge/3.0/class/chinese#main-C4>,用部分代整体
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3765>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,修禊（xì）事也
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3337>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,焉
<http://edukg.org/knowledge/3.0/instance/chinese#main-E5792>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,否（pǐ）泰如天地
<http://edukg.org/knowledge/3.0/instance/chinese#main-E6103>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,平叙
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1200>,<http://edukg.org/knowledge/3.0/class/chinese#main-C27>,炮烙
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4526>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,千转
<http://edukg.org/knowledge/3.0/instance/chinese#main-E7279>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,抄手游廊
<http://edukg.org/knowledge/3.0/instance/chinese#main-E143>,<http://edukg.org/knowledge/3.0/class/chinese#main-C32>,历史小说
<http://edukg.org/knowledge/3.0/instance/chinese#main-E6115>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,疏条交映
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4589>,<http://www.w3.org/2002/07/owl#NamedIndividual>,永州八记
<http://edukg.org/knowledge/3.0/instance/chinese#main-E6663>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,凋伤
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4772>,<http://edukg.org/knowledge/3.0/class/chinese#main-C1>,混淆时空
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4236>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,两边厢房鹿顶耳房钻山
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4902>,<http://edukg.org/knowledge/3.0/class/chinese#main-C33>,送杜少府之任蜀州
<http://edukg.org/knowledge/3.0/instance/chinese#main-E732>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,场面
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1942>,<http://edukg.org/knowledge/3.0/class/chinese#main-C3>,定中搭配不当
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3946>,<http://www.w3.org/2002/07/owl#NamedIndividual>,遗
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3044>,<http://www.w3.org/2002/07/owl#NamedIndividual>,连接号
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2207>,<http://www.w3.org/2002/07/owl#NamedIndividual>,巴金的爱情三部曲
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2950>,<http://edukg.org/knowledge/3.0/class/chinese#main-C32>,武侠小说
