uri,cls,label
<http://edukg.org/knowledge/3.0/instance/history#main-E821>,<http://edukg.org/knowledge/3.0/class/history#main-C16>,爱琴文明
<http://edukg.org/knowledge/3.0/instance/history#main-E7634>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,李浩
<http://edukg.org/knowledge/3.0/instance/history#main-E12082>,<http://www.w3.org/2002/07/owl#NamedIndividual>,柏拉图
<http://edukg.org/knowledge/3.0/instance/history#main-E11421>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,麟书
<http://edukg.org/knowledge/3.0/instance/history#main-E5742>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,戴述
<http://edukg.org/knowledge/3.0/instance/history#main-E10632>,<http://www.w3.org/2002/07/owl#NamedIndividual>,父系氏族社会
<http://edukg.org/knowledge/3.0/instance/history#main-E7914>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,傅作义
<http://edukg.org/knowledge/3.0/instance/history#main-E8280>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,额尔德尼
<http://edukg.org/knowledge/3.0/instance/history#main-E10065>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,兰茂
<http://edukg.org/knowledge/3.0/instance/history#main-E10204>,<http://edukg.org/knowledge/3.0/class/history#main-C4>,欧阳询
<http://edukg.org/knowledge/3.0/instance/history#main-E12240>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,陈淳
<http://edukg.org/knowledge/3.0/instance/history#main-E16306>,<http://edukg.org/knowledge/3.0/class/history#main-C3>,皇太极
<http://edukg.org/knowledge/3.0/instance/history#main-E6182>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,支道林
<http://edukg.org/knowledge/3.0/instance/history#main-E5927>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,王武
<http://edukg.org/knowledge/3.0/instance/history#main-E7576>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,欧洲教会
<http://edukg.org/knowledge/3.0/instance/history#main-E4740>,<http://www.w3.org/2002/07/owl#NamedIndividual>,战国七雄
<http://edukg.org/knowledge/3.0/instance/history#main-E15690>,<http://www.w3.org/2002/07/owl#NamedIndividual>,庄希泉
<http://edukg.org/knowledge/3.0/instance/history#main-E2339>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,王常
<http://edukg.org/knowledge/3.0/instance/history#main-E4291>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,朱光亚
<http://edukg.org/knowledge/3.0/instance/history#main-E10362>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,林冠慈
<http://edukg.org/knowledge/3.0/instance/history#main-E4152>,<http://www.w3.org/2002/07/owl#NamedIndividual>,叶剑英
<http://edukg.org/knowledge/3.0/instance/history#main-E16126>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,章太炎
<http://edukg.org/knowledge/3.0/instance/history#main-E8427>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,马军都虞候
<http://edukg.org/knowledge/3.0/instance/history#main-E15829>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,东厂
<http://edukg.org/knowledge/3.0/instance/history#main-E2219>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,杨昌濬
<http://edukg.org/knowledge/3.0/instance/history#main-E1892>,<http://www.w3.org/2002/07/owl#NamedIndividual>,陈祗
<http://edukg.org/knowledge/3.0/instance/history#main-E14242>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,伊利亚·爱伦堡
<http://edukg.org/knowledge/3.0/instance/history#main-E10093>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,彼得大帝
<http://edukg.org/knowledge/3.0/instance/history#main-E16346>,<http://edukg.org/knowledge/3.0/class/history#main-C33>,腓尼基字母
<http://edukg.org/knowledge/3.0/instance/history#main-E1794>,<http://www.w3.org/2002/07/owl#NamedIndividual>,沙普尔·巴赫蒂亚尔
<http://edukg.org/knowledge/3.0/instance/history#main-E3260>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,胡世宁
<http://edukg.org/knowledge/3.0/instance/history#main-E15565>,<http://www.w3.org/2002/07/owl#NamedIndividual>,化石
<http://edukg.org/knowledge/3.0/instance/history#main-E6626>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,张释之
<http://edukg.org/knowledge/3.0/instance/history#main-E10766>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,阿勒马克图姆
<http://edukg.org/knowledge/3.0/instance/history#main-E6964>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,内舍人
<http://edukg.org/knowledge/3.0/instance/history#main-E7584>,<http://www.w3.org/2002/07/owl#NamedIndividual>,匈奴（北方）
<http://edukg.org/knowledge/3.0/instance/history#main-E13783>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,杨慎
<http://edukg.org/knowledge/3.0/instance/history#main-E4902>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,社尼·巴莫
<http://edukg.org/knowledge/3.0/instance/history#main-E11891>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,半坡遗址
<http://edukg.org/knowledge/3.0/instance/history#main-E11748>,<http://www.w3.org/2002/07/owl#NamedIndividual>,吴官正
<http://edukg.org/knowledge/3.0/instance/history#main-E622>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,蒸汽时代
<http://edukg.org/knowledge/3.0/instance/history#main-E12764>,<http://edukg.org/knowledge/3.0/class/history#main-C6>,欧文
<http://edukg.org/knowledge/3.0/instance/history#main-E8213>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,张特立
<http://edukg.org/knowledge/3.0/instance/history#main-E10126>,<http://www.w3.org/2002/07/owl#NamedIndividual>,明朝
<http://edukg.org/knowledge/3.0/instance/history#main-E6727>,<http://www.w3.org/2002/07/owl#NamedIndividual>,朱据
<http://edukg.org/knowledge/3.0/instance/history#main-E8735>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,马克思主义理论
<http://edukg.org/knowledge/3.0/instance/history#main-E5958>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,穆加贝
<http://edukg.org/knowledge/3.0/instance/history#main-E12443>,<http://www.w3.org/2002/07/owl#NamedIndividual>,陆法言
<http://edukg.org/knowledge/3.0/instance/history#main-E4912>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,陈修信
<http://edukg.org/knowledge/3.0/instance/history#main-E1253>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,崔慎由
<http://edukg.org/knowledge/3.0/instance/history#main-E8820>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,李邦彦
<http://edukg.org/knowledge/3.0/instance/history#main-E9219>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,桂良
<http://edukg.org/knowledge/3.0/instance/history#main-E8945>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,加利
<http://edukg.org/knowledge/3.0/instance/history#main-E9528>,<http://edukg.org/knowledge/3.0/class/history#main-C11>,近代思想家
<http://edukg.org/knowledge/3.0/instance/history#main-E13384>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,杜牧
<http://edukg.org/knowledge/3.0/instance/history#main-E3730>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,江标
<http://edukg.org/knowledge/3.0/instance/history#main-E4819>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,哈姆扎
<http://edukg.org/knowledge/3.0/instance/history#main-E6234>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,顾栋高
<http://edukg.org/knowledge/3.0/instance/history#main-E16501>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,王叔和
<http://edukg.org/knowledge/3.0/instance/history#main-E4524>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,宦官
<http://edukg.org/knowledge/3.0/instance/history#main-E14896>,<http://www.w3.org/2002/07/owl#NamedIndividual>,　隋唐时期
<http://edukg.org/knowledge/3.0/instance/history#main-E13468>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,殷景仁
<http://edukg.org/knowledge/3.0/instance/history#main-E11582>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,苟晞
<http://edukg.org/knowledge/3.0/instance/history#main-E12751>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,薛国观
<http://edukg.org/knowledge/3.0/instance/history#main-E11397>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,太子典军校尉
<http://edukg.org/knowledge/3.0/instance/history#main-E5425>,<http://edukg.org/knowledge/3.0/class/history#main-C17>,三公九卿制
<http://edukg.org/knowledge/3.0/instance/history#main-E9532>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,杨凤苞
<http://edukg.org/knowledge/3.0/instance/history#main-E14664>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,张名振
<http://edukg.org/knowledge/3.0/instance/history#main-E14320>,<http://www.w3.org/2002/07/owl#NamedIndividual>,张楚政权
<http://edukg.org/knowledge/3.0/instance/history#main-E2216>,<http://www.w3.org/2002/07/owl#NamedIndividual>,冯野王
